Elevation,Soil_Type32,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,Cover_Type
2798,0,3189,6206,1
3275,0,4502,2117,1
3063,0,2340,3681,1
3101,1,1653,3076,1
3045,0,4231,2413,2
2982,0,2359,1500,2
2563,0,1383,2529,6
2988,0,5775,5660,2
3267,0,5962,402,1
3067,0,4320,2866,1
3241,1,108,601,2
3201,0,1426,2605,1
2861,0,2743,2347,2
2946,0,4511,1565,2
2960,0,1645,1104,1
2833,0,2672,2216,2
2459,0,741,782,3
3074,0,895,1530,1
2796,0,2311,2516,2
3357,0,3753,1997,7
2827,0,3370,6326,2
3291,0,2474,2219,7
3161,0,765,1608,1
2941,0,3031,2046,2
3128,0,424,2053,1
3023,0,5410,824,2
3042,1,1025,1880,2
2798,0,1006,741,2
2913,0,1604,618,2
3283,0,1148,2411,1
3206,0,4772,1682,1
3128,0,4002,3200,1
3116,0,1262,2819,2
2975,1,1127,2429,2
2912,0,1601,1456,2
3142,1,1851,2596,1
3050,0,1677,3015,1
3040,0,1463,2263,2
2817,0,603,1289,2
2820,0,1061,1933,2
2914,0,2840,1307,2
2818,0,1848,1134,2
3101,1,2888,1099,2
2824,0,1422,1041,5
2571,0,1276,1269,3
3093,0,3537,2892,2
3339,0,3277,799,1
2591,0,1500,1144,3
2740,0,966,1518,2
2995,0,4292,797,2
2944,0,1473,899,2
2896,0,1664,1800,2
3352,0,570,997,1
2936,0,1597,1290,2
2905,0,2244,2116,1
3184,0,319,4656,2
2793,0,2017,1871,2
2982,0,4986,6003,2
3234,0,1296,1414,1
3064,1,2041,2374,2
2925,0,3329,3612,2
3207,1,1652,524,1
3303,0,1123,990,1
2993,0,900,2086,2
3013,0,1865,1397,1
2663,0,1195,1101,2
3395,0,2414,2026,1
3213,0,1421,1127,1
2127,0,977,1423,4
2561,0,124,1702,2
3267,0,3571,2611,1
2900,0,1677,1860,2
3189,0,1705,454,1
3180,0,240,2579,2
2601,0,2132,1590,2
2672,0,1883,1441,2
3064,0,1559,1829,2
2644,0,674,1617,2
2228,0,1191,1530,3
3126,0,3931,1019,1
2825,0,1722,2384,2
2753,0,2439,421,2
3185,0,3458,485,2
2932,0,2627,1716,2
2998,0,4250,2096,2
2760,0,1376,942,5
3094,0,768,1498,1
2925,1,1040,1871,2
3211,0,604,1772,2
2865,0,1448,2629,1
3380,0,3515,1652,7
2828,0,3360,5193,2
2978,0,3746,1358,2
2762,0,1500,1600,2
2697,0,108,1782,5
3041,0,6078,3483,2
3317,0,1165,984,1
3032,0,793,700,1
3282,0,1931,2989,1
2622,0,1527,362,2
2952,0,1517,2093,2
3146,0,5464,1036,2
2571,0,1463,1608,5
2974,0,2368,1150,2
3186,0,1758,3254,1
2950,0,741,2240,5
3288,0,1710,1660,2
2508,0,1604,390,3
3370,0,3637,1325,1
2929,0,376,443,2
2706,0,272,511,5
2815,0,2964,2462,2
3295,0,360,424,2
2605,0,457,924,3
2673,0,2263,899,3
3460,0,966,1001,1
3050,0,5873,2900,2
2958,0,5113,1826,5
2441,0,201,466,3
2538,0,1443,1052,6
2774,0,1679,2914,2
3164,0,1822,2589,1
3183,0,1436,760,7
2944,0,313,646,2
2916,0,930,1725,2
3309,0,3493,2083,7
3059,0,666,1813,1
2713,0,120,2501,5
2939,0,1358,2402,1
3002,0,2140,524,2
2963,0,2542,1878,1
3116,1,2547,591,1
2929,0,5376,2173,2
2779,0,2148,210,2
2629,0,1275,1452,2
2632,0,1805,2760,6
3352,0,4418,2525,1
2998,0,2730,2316,1
3026,0,4218,1620,2
3205,0,1959,391,1
2751,0,2257,1475,2
2985,0,3979,4636,2
3390,0,3540,319,1
3086,0,1717,2118,1
3004,0,1717,1838,2
3145,0,2991,2583,2
2963,0,808,1934,2
3221,1,1825,2631,1
3197,0,1440,2649,2
3240,1,3003,966,2
3019,0,5880,1774,1
3055,0,1115,1064,1
2980,0,5247,1621,2
3160,0,4991,3125,1
3222,1,977,1025,1
3208,0,5102,2671,2
3162,0,2871,3501,2
2795,0,888,2037,1
2469,0,792,1543,2
3001,0,4204,3810,1
2916,0,4388,2899,2
2952,0,4412,5617,2
3086,0,2937,1050,2
2774,0,1770,1266,2
3128,0,3783,1239,1
2587,0,1598,1179,3
2606,0,1616,1024,3
2982,0,4875,5584,2
3041,1,2466,2866,2
3077,1,2707,1738,2
2810,0,2014,1231,2
2856,0,2900,2761,2
3056,0,1489,2877,2
2659,0,228,700,2
3219,1,2780,153,1
2294,0,573,1812,3
3207,0,2992,1837,1
3197,0,3381,390,1
2869,0,2767,525,1
3033,0,2405,2012,1
2873,0,2892,3633,1
3180,0,2155,685,1
2334,0,1299,930,3
3014,0,4629,902,2
2746,0,1052,2202,5
3064,0,1637,1587,2
3017,0,2881,1350,2
2888,0,1277,2099,2
2902,0,828,351,2
2926,0,5394,4452,2
2805,0,3800,3012,1
2936,0,631,1754,2
3237,0,4261,3425,1
3165,0,4502,2049,1
2775,0,684,1092,2
2928,0,2892,1974,2
3527,0,2876,1998,1
3048,0,1273,648,2
3276,0,930,2278,2
2916,0,3543,4053,2
2817,0,1948,1689,2
2932,0,4626,3761,1
3124,0,1194,1170,1
2449,0,726,1209,6
2904,0,730,1516,2
2486,0,698,1132,2
2547,0,371,1015,2
3210,0,3810,1538,1
2821,0,1699,1289,2
3297,0,940,547,1
2711,0,1831,5935,2
3227,0,5788,1101,1
3253,0,458,3264,1
3109,0,499,1690,2
3234,0,3454,3591,7
3092,0,1605,592,2
2575,0,1364,4231,2
3274,0,5090,518,2
3014,1,418,1379,2
3003,0,671,607,1
2634,0,1189,1201,2
3425,0,2058,1610,1
3043,0,633,1793,1
2975,0,5539,2230,1
3010,0,751,1214,2
2700,0,1120,1476,2
2767,0,787,2086,2
3082,0,612,459,1
3152,1,2950,1652,2
1953,0,242,837,6
2811,0,2550,1740,2
3347,1,1315,2489,1
2303,0,1500,541,6
2780,0,2445,120,2
3151,0,2241,3063,1
2534,0,930,1315,5
3042,0,1020,1489,2
2511,0,1377,4457,2
2635,0,1947,4578,2
3175,0,2017,1867,1
3182,0,2274,1566,1
2919,0,4620,361,2
3129,0,1061,2763,1
3248,0,4403,1383,1
2658,0,1289,703,2
2114,0,270,60,3
2709,0,1775,1302,2
2893,0,2854,2230,2
2913,0,4646,6150,2
2840,0,1624,1570,2
3153,0,2885,1092,1
2814,0,2297,2629,2
2437,0,255,90,2
3213,1,1015,124,1
3206,0,5721,2381,1
3106,0,4855,1932,1
2922,0,964,953,2
2808,0,1614,2279,2
3240,1,713,1006,2
2749,0,2044,2096,2
2973,0,2071,824,2
3129,0,4075,1075,2
3157,0,541,5045,2
2344,0,1277,234,3
2463,0,366,331,3
3192,0,418,2040,2
3077,0,1360,1302,1
3001,0,4142,2236,2
3073,0,4439,2295,1
3182,0,309,2073,1
2951,0,3823,2058,2
2971,0,1187,277,2
3404,0,3395,1477,1
3263,1,2116,655,1
2927,0,1813,1758,2
3093,0,1719,524,2
2863,1,997,424,2
3109,0,3245,5379,1
3226,1,616,674,2
3264,0,6340,67,1
2896,0,2718,1868,1
3421,0,1676,3511,1
3162,0,551,1915,1
2884,0,849,618,2
3239,0,3973,1861,1
2895,0,1773,1500,5
2768,0,3480,5823,1
3339,0,3674,2419,1
2137,0,408,811,3
3082,0,4628,3097,1
2988,0,4752,1731,2
2790,0,2255,537,2
3250,0,716,2901,2
3183,1,2955,2160,2
2895,0,2229,2457,2
2282,0,721,513,3
2960,0,990,700,2
3028,1,1965,1584,2
2602,0,769,2007,2
3183,0,5059,2106,1
2809,0,1744,2663,2
2051,0,295,618,3
3279,0,636,525,2
3205,0,2553,1390,1
3145,1,2191,1253,2
2913,0,4926,3571,2
3087,0,1758,571,2
2555,0,1231,1173,3
2701,0,2550,4779,2
3018,0,2366,1080,1
2917,0,404,1756,2
2957,0,514,1403,2
3009,0,2414,1831,1
3241,0,1945,2138,1
3177,1,3021,192,2
2973,0,2906,1471,2
3145,0,153,2331,2
3031,0,5518,5470,2
3397,0,2377,3594,7
2983,0,1154,730,2
2781,0,1224,1401,2
3141,0,2412,2282,1
3270,0,5465,931,2
2905,0,4113,3620,2
3415,0,1358,4019,1
3278,0,1250,450,1
3109,0,2657,1869,1
2716,0,1142,1812,2
3423,0,2405,1914,7
3006,1,1195,642,1
3200,0,5449,2138,1
3177,0,3246,2753,1
2946,0,2635,2079,2
3188,0,5991,1146,1
2649,0,603,1466,2
3188,0,3605,4504,1
3296,0,2532,2236,1
2753,0,930,492,2
2942,0,4485,2108,2
3250,0,480,2553,2
2529,0,1500,1641,2
3363,0,2621,601,7
3317,0,4207,1423,1
3154,1,2259,1132,1
3439,0,2077,1648,1
3138,0,1764,2884,1
3020,0,2380,466,2
2839,0,2130,1074,2
2945,0,646,2295,2
3005,0,3278,904,2
3058,0,1168,2818,1
2925,0,2789,1170,1
3179,0,1209,2475,1
2145,0,1318,1426,4
3315,0,1006,2478,2
2978,0,5785,3763,2
3585,0,1801,1598,7
2641,0,1146,914,2
3306,0,3494,1945,7
2757,0,1146,2101,2
2821,0,4552,4784,2
2553,0,1071,540,6
2966,0,1530,3321,1
3382,1,1803,3744,1
2700,0,1090,1826,2
2943,0,2737,1874,2
2968,0,3252,834,2
3262,0,3588,2724,1
2620,0,1230,421,2
2901,0,3819,3398,2
3077,0,2219,1266,1
3235,0,4243,1129,2
3153,0,3894,1747,1
2803,0,2438,1811,2
2405,0,1110,1498,3
2830,0,1082,1848,2
3113,0,755,1655,1
3204,0,3092,4044,1
3214,0,1074,1979,1
2270,0,1538,90,3
2862,0,201,1153,2
3083,0,6029,2563,1
2968,1,895,1880,1
2699,0,1052,1822,2
2964,0,430,1529,2
3153,0,1356,2560,1
2518,0,162,1172,2
3182,0,2563,2293,1
3196,0,1834,1691,1
2931,0,1406,1454,2
3098,0,2912,1383,2
2997,0,1253,680,1
2798,0,1982,1003,1
2933,0,4100,1396,2
2459,0,551,713,3
2916,0,4957,1471,2
3132,1,390,895,2
3155,0,2542,3311,1
3001,0,4888,5872,2
3226,0,384,2828,1
2960,0,3472,2270,1
3009,0,2708,1266,2
2611,0,1124,815,3
2988,0,4935,4348,1
3173,0,3372,636,2
2748,0,2310,594,1
3352,0,2991,661,1
2943,1,1968,2714,2
2904,0,1860,2971,1
3083,0,6691,2879,2
2847,0,3543,5686,2
3129,0,1315,3007,2
2435,0,765,1110,6
2986,0,2865,1848,1
3292,1,2083,780,1
3071,0,2685,895,1
3041,0,3004,2643,1
2926,0,2219,1736,2
3159,0,912,1047,1
3032,0,994,1463,1
3183,0,671,5364,1
3086,1,2164,1703,2
3046,0,1749,3688,1
2485,0,180,1697,3
2997,0,4405,1584,2
2865,0,1954,1566,2
3188,0,3261,3249,2
3048,0,3055,1825,2
2929,0,5188,2986,1
3000,0,2787,1888,1
2865,0,700,1761,2
2953,0,5142,1544,2
3278,1,2147,765,1
2732,0,875,1950,1
2925,0,1115,708,2
2870,0,3065,351,2
3066,1,3107,1398,2
2948,0,2270,1667,2
3240,0,5191,182,2
2783,0,2130,1406,2
2759,0,2368,424,1
2899,0,3671,5075,1
2962,0,4830,5393,2
2930,0,2084,2966,2
2889,0,1736,2239,2
2545,0,674,967,2
2811,0,1959,2682,2
2903,0,5950,4849,2
3291,0,2768,1165,1
3102,1,2093,2362,2
2719,0,1687,1224,2
3006,1,1182,511,2
3080,0,2806,2700,2
2285,0,162,1061,2
2825,0,2982,1500,2
2591,0,3124,2553,1
3173,0,4951,2074,1
3037,0,5815,2045,1
2826,0,2324,2291,2
2808,0,1047,1848,5
2709,0,1849,5721,2
3075,0,2581,2372,1
2961,0,1839,518,2
3240,0,3416,1776,1
3738,0,5308,3415,7
3206,0,127,1357,1
2641,0,335,1205,2
2982,0,3352,6047,2
3074,0,2958,540,2
2353,0,1114,938,6
3218,0,4224,2321,1
2855,0,3648,3322,2
3091,0,4658,1231,1
2534,0,571,1226,3
2557,0,1549,1604,5
3174,0,234,4509,2
3099,0,604,853,1
2846,0,2907,2630,2
2865,0,1110,2713,2
3287,0,3438,2850,7
2827,0,3520,6474,2
2443,0,1041,1315,3
2961,0,2670,2030,1
3123,0,713,1581,2
3105,0,1230,1130,1
3138,0,1926,700,1
3148,0,920,2420,2
2810,0,2408,2337,2
3146,0,3356,1362,1
2272,0,604,696,6
2888,0,2244,2724,2
3639,0,3030,1348,1
3253,0,474,1318,2
3014,0,5858,6358,2
2880,0,973,1180,2
2546,0,569,3381,2
3542,0,2605,3886,7
3070,0,1383,1321,1
3151,0,1087,2766,1
2905,0,997,1895,2
3051,0,175,1063,2
3407,0,1797,1948,7
3235,0,525,1290,2
3261,0,1201,2122,1
3168,1,2359,940,2
3107,0,5420,1149,1
2308,0,1159,870,6
3146,0,4323,1885,2
3239,0,4200,1047,1
2737,0,2609,2297,2
3186,0,616,5660,1
2998,0,5161,5584,1
2350,0,1140,750,4
2381,0,532,624,3
3174,0,1325,1782,2
3066,0,1621,738,2
3395,0,2818,503,7
3706,0,5218,3471,7
2610,0,1316,834,2
2782,0,1077,2166,2
2743,0,1440,1981,2
2210,0,1342,927,3
3003,1,1403,1744,2
2681,0,1471,1350,1
3333,0,1517,1302,1
3314,0,3739,1974,1
2996,0,907,2163,1
3197,0,3960,1978,1
2643,0,2306,1920,2
3088,1,2037,2816,1
2847,0,2479,2143,2
3219,0,3705,1839,1
2982,0,5337,6490,1
3048,0,1167,1358,2
2893,0,5395,4147,2
3267,0,2697,1191,2
2601,0,837,1514,3
3237,0,540,2585,2
3310,0,2268,2244,1
3186,0,1237,1230,7
2938,0,2040,2837,2
2975,0,2272,1717,2
3191,0,4562,1530,1
3230,0,1421,2448,2
2899,0,830,696,2
3186,0,2215,3388,1
2277,0,1443,558,4
2924,0,3576,2448,2
2642,0,484,1652,2
2752,0,2015,2130,6
3074,0,4514,2334,1
2685,0,2550,698,2
2909,0,5504,4817,2
3221,0,2958,569,1
3264,0,6134,888,1
3175,0,1356,175,1
2487,0,218,1782,3
3036,0,5077,2347,1
3127,1,2125,2250,2
3093,0,1844,2192,2
2585,0,664,2996,2
2425,0,930,1224,3
2841,0,2577,2594,1
3211,0,5407,875,1
2727,0,2320,6991,1
2962,0,537,1445,2
2785,0,2486,342,2
3150,0,5590,2280,2
2890,0,437,1087,1
3230,0,1339,1717,1
3288,0,1947,4752,1
3260,0,3354,2096,1
3085,0,4906,2903,2
3054,0,2577,811,1
3312,0,4304,1790,1
2830,0,67,1132,2
2813,0,1505,2628,2
2871,0,3018,2479,1
3177,1,2281,1321,2
3246,0,1831,1514,2
2078,0,150,644,3
3305,0,3810,2197,2
3158,0,1548,2112,1
3154,0,1415,2447,1
2801,0,2128,2483,2
3143,0,1050,2205,1
2896,0,6118,4312,2
2874,0,2258,1706,1
3213,0,1986,3266,1
3402,0,1421,4025,1
3045,0,942,2894,1
2919,0,4802,3589,2
2890,0,931,1731,5
2923,0,3334,2621,2
2975,0,3726,5159,2
2698,0,1282,805,2
3207,0,1621,2155,1
3230,0,5447,600,1
3077,0,4243,2932,2
3134,1,1543,2821,1
2959,0,4481,1830,2
2377,0,382,421,3
2877,0,1742,2877,2
2794,0,360,600,5
2793,0,1742,2173,2
3118,0,4592,1708,1
2991,0,1680,1413,2
2360,0,1410,825,3
2814,0,2471,1087,2
3139,0,1240,2875,2
3180,0,1050,2379,1
2996,0,2168,4101,1
3054,0,4517,1536,2
2376,0,418,1758,3
2786,0,1855,2790,2
2966,0,3280,1891,1
2520,0,524,759,2
2871,0,2024,890,2
2973,0,1597,1455,2
2798,0,3048,6115,2
3034,0,2636,854,1
3041,0,6449,3266,2
2870,0,1678,1211,1
2896,0,797,577,2
2271,0,1712,875,6
3210,0,4312,1506,1
3101,1,466,882,2
3170,0,4405,1020,1
3224,0,4575,774,2
2908,0,1216,2809,2
3008,0,1983,3062,1
2377,0,270,1019,3
3136,0,2216,680,1
2988,0,5396,6440,1
2937,0,1155,679,2
2852,0,2588,2333,1
2862,0,824,295,1
2958,0,755,2442,2
2816,0,2335,3132,1
2901,0,180,760,1
3237,0,2793,937,1
2967,1,1107,1641,2
3027,0,977,2139,2
3167,1,3528,1624,2
3073,1,2666,1785,1
2969,0,3715,1478,2
2825,0,1381,2008,6
3294,0,1273,2656,1
3275,0,5923,524,1
3210,0,2227,3421,1
3283,0,592,1008,2
2835,0,1222,2434,2
3108,0,808,1510,2
3253,0,3189,636,1
2935,0,474,1516,2
3345,0,2971,604,7
2975,0,1567,914,2
2705,0,1332,658,1
2804,0,1114,2984,5
3133,0,1689,649,1
2245,0,1295,953,3
3038,0,3066,391,1
2596,0,1739,577,3
2935,0,1670,658,2
3242,0,3700,2812,1
3336,0,4298,2258,7
2087,0,480,1034,6
2874,0,2249,607,2
3145,0,4740,2012,1
3234,1,830,324,1
2858,0,2525,2579,2
2581,0,1057,1530,2
2886,0,3973,6300,2
2914,0,1530,1181,2
2631,0,1146,2145,2
3281,0,2746,1124,2
2911,0,342,1191,2
2151,0,976,618,3
3230,0,1959,1852,1
2678,0,2081,2696,2
3083,0,2927,6062,1
3170,0,2620,1632,1
3223,0,2094,1734,1
3335,1,3408,1398,2
3187,0,4416,1641,1
3295,0,1937,743,1
2378,0,558,1307,3
2437,0,664,1425,6
2724,0,2438,2285,2
3253,0,1624,1273,1
3098,1,2089,2069,2
2621,0,1290,571,5
3027,0,4637,2060,2
3106,0,3624,1358,1
3112,0,3624,212,1
3178,0,3357,964,2
3152,0,5810,2664,2
2894,0,2704,1434,2
2956,0,875,2275,1
3166,0,3851,1325,1
3319,0,3730,2458,7
2552,0,1410,1455,2
2598,0,1057,446,2
2579,0,1100,1183,2
2468,0,644,1338,3
2982,0,258,658,1
3038,0,1129,2349,2
3055,1,3186,834,2
3415,0,1448,1731,1
3131,0,5641,2940,2
2384,0,1200,1031,3
2421,0,900,1172,3
3173,0,2039,3435,1
2844,0,2591,3482,2
2629,0,730,1489,2
3283,0,3914,1388,1
2970,0,430,1532,2
2947,0,2259,1897,2
3191,0,488,1682,1
3035,0,2580,1031,2
3443,0,4163,2981,7
2995,0,4747,5778,2
2669,0,1589,6558,2
3087,0,1869,379,1
2939,0,5706,3215,2
3250,0,3101,2359,1
2616,0,891,5762,2
3063,0,3388,1201,2
2912,0,3076,2223,1
3275,0,2431,1091,1
3194,0,4648,2325,2
2810,1,2679,1956,2
2942,0,3984,731,2
3177,0,3287,1250,1
2668,0,1304,1663,2
2904,0,2942,1758,2
3221,0,4207,794,1
3260,0,4055,2024,1
3057,0,1632,1406,1
3415,0,1640,1226,7
3260,0,703,2543,2
2706,0,201,162,1
3123,1,2089,2455,1
3214,0,1342,2636,2
2646,0,700,2117,2
3077,0,2242,256,2
2824,0,2174,454,5
2967,0,4189,1801,2
3299,0,2391,366,7
3024,0,5679,5063,1
2946,0,1245,1291,1
3379,0,2366,1012,7
3217,0,1702,3072,1
2968,0,1652,1230,2
3297,0,3403,2754,1
2661,0,408,1498,2
3291,0,1630,2928,1
3111,0,2329,2388,1
2684,0,1852,1034,2
2830,0,4994,272,1
3186,0,5488,2613,1
3134,0,5221,2312,2
3263,0,1574,2776,1
3235,0,3459,2424,2
2724,0,2308,589,5
2988,0,5501,2096,1
3033,0,5443,1199,2
2959,0,5589,4510,2
3283,0,5100,849,2
2625,0,1825,937,2
3827,0,4839,2914,7
2826,0,1790,2724,2
2883,0,2498,2611,2
2845,0,3510,2695,1
3123,0,313,2210,2
3088,0,4829,1406,1
2437,0,864,1224,6
3113,0,3617,4993,1
2743,0,2725,2069,2
2962,0,5555,4412,2
3316,0,1866,807,7
2822,0,1758,2765,2
2901,0,5624,1072,2
3264,1,3481,2826,1
2328,0,866,1036,4
3060,0,6792,2825,2
2886,0,3977,6367,2
3204,0,3331,2307,1
2860,0,3034,2800,2
3128,0,5292,875,2
3153,0,4039,1587,1
3143,0,725,1574,1
2646,0,918,1645,2
2841,0,1065,2263,2
2289,0,1194,828,6
2688,0,1744,3861,2
2930,0,4280,702,2
2572,0,924,430,2
2900,0,400,2389,2
2937,0,3301,2242,2
2324,0,1317,537,3
3133,0,2415,1570,1
2458,0,360,1099,3
3097,0,3802,2258,1
2840,0,571,466,2
2824,0,1905,916,5
2812,0,256,2283,5
3089,1,2449,2100,2
3034,0,1973,1482,1
2862,0,3805,1487,2
2843,0,1944,1126,5
2577,0,1724,1451,6
2675,0,1734,5393,2
2687,0,1719,1348,2
2926,0,3034,1403,2
3116,0,2820,3439,1
3072,0,2423,3175,2
2756,0,2321,3969,2
3021,0,1773,1832,1
2952,0,4687,5568,1
2067,0,216,330,3
2748,0,1830,765,2
2131,0,1062,335,3
3050,0,5514,878,2
3360,0,5316,780,1
3117,0,977,2514,1
3026,0,1387,1396,2
2019,0,182,395,3
3075,1,2663,1176,1
3261,0,1565,2744,1
3418,0,3081,255,1
2592,0,1050,604,2
3136,0,4050,4298,1
2850,0,5371,4432,2
2924,0,674,2069,1
2784,1,2563,2073,2
3128,0,3506,816,2
3375,0,3013,1952,1
2929,0,4639,339,2
2935,0,4782,2032,5
2698,0,1426,2295,2
2551,0,942,3824,2
2922,1,1365,1339,2
3041,0,2322,1682,2
2978,0,5334,1745,2
2275,0,459,1602,3
2950,0,3444,1651,2
2774,0,2200,2248,3
2798,0,2118,1964,2
3292,0,1624,3231,2
2903,0,4066,5977,2
3193,0,1006,127,1
3245,0,1317,2338,1
2929,0,3669,6346,1
2991,1,1805,1112,1
2975,0,1864,957,2
3098,0,108,1416,1
2819,0,1530,2419,1
2440,0,384,1201,6
2955,0,4535,5428,2
2312,0,1180,895,6
2945,0,4641,2965,1
2650,0,1242,1982,2
2753,0,1374,1897,2
2998,0,4518,2704,2
2942,0,1208,1263,1
3296,0,1806,2737,2
3154,0,4137,752,2
3043,1,3305,1129,1
3028,0,2563,2467,2
3006,1,2762,1543,2
3280,0,1411,2571,1
2905,0,3372,1441,2
3262,0,1101,1988,2
2915,0,295,285,1
2698,0,1187,2631,2
3077,0,1332,2156,2
2039,0,450,649,3
3224,0,2271,1205,1
3085,1,3089,1486,2
3105,0,968,2010,2
2581,0,1214,661,2
3154,1,2462,1595,1
2936,0,2093,1590,1
2988,0,4361,1921,2
3232,0,5228,1660,2
2822,0,1288,908,1
3044,0,5934,5287,2
2152,0,594,495,3
2863,0,1400,841,2
3208,1,892,552,1
2809,0,2554,895,2
3278,0,3276,2554,7
2507,0,778,3772,2
2623,0,902,1822,2
2311,0,1195,1168,4
2897,0,2875,2579,2
2839,0,1861,1544,2
3237,0,3849,3264,1
2787,0,2816,1455,2
2771,0,648,2888,1
2965,0,1129,295,2
2398,0,591,1022,3
3023,0,1050,920,1
2001,0,134,331,3
3011,0,6318,3190,2
2720,0,1809,2012,2
2891,0,1519,2014,2
2416,0,1120,900,3
3393,1,1902,2188,1
3005,0,5080,1724,2
2850,0,4579,335,2
3279,0,636,607,2
2618,0,1814,1275,3
2940,0,5370,2188,1
3107,0,417,1624,2
3385,0,2300,2186,1
2887,0,4207,977,2
3148,0,2060,2424,2
2952,0,2561,720,2
3013,0,1170,1243,1
2837,0,2099,1816,2
2910,0,1510,1126,2
2712,0,1320,1744,2
3239,0,531,4725,2
2619,0,655,1293,3
3179,0,1355,2527,1
3129,0,3185,5258,1
3042,0,2938,424,1
3085,0,1590,2907,2
3248,1,2343,1771,1
2391,0,1116,1110,3
2919,0,5454,4076,2
3006,0,2135,1179,2
3252,0,3315,3386,2
3044,1,1706,1095,2
3095,0,3762,1114,1
2247,0,1567,285,3
2899,0,3171,524,2
3015,0,2901,680,1
2877,0,1998,1423,5
3014,0,685,633,1
2510,0,390,3275,2
3090,0,4034,3313,2
2771,0,2154,1132,2
3175,0,376,3038,2
2655,0,1507,5400,2
2610,0,836,6122,2
2934,0,2219,1790,2
3193,0,5115,2249,2
2146,0,1253,511,3
3446,0,1489,1611,7
3197,0,3356,350,1
2942,0,3427,2596,2
2788,0,2881,6096,2
2571,0,1513,4369,2
3048,0,2315,1292,1
2975,0,390,1406,1
2650,0,573,1368,3
2539,0,1482,1614,2
3082,0,1500,1549,1
2734,0,2242,2180,2
3078,0,853,1273,1
2827,0,408,285,2
3360,1,1422,2628,1
3067,0,1158,1062,1
2777,0,1719,2890,2
2818,0,2185,2411,2
2657,0,459,812,2
3201,0,5126,730,1
2966,0,4920,2436,1
2567,0,400,5641,2
2830,0,120,663,1
2715,0,2126,726,2
3137,0,481,2550,1
2759,0,2479,5901,2
3168,0,4902,2601,2
3213,0,2629,361,1
2762,0,1539,1889,2
3025,1,3144,858,1
2886,0,2679,3092,2
2867,0,870,339,1
2901,0,3126,2505,2
3225,0,1369,700,1
3210,0,5822,2374,2
3044,0,1158,1415,2
2858,0,4992,201,2
3129,0,3384,3108,2
3276,0,4986,350,2
2939,0,1689,1167,2
3185,0,2296,2860,1
3038,0,849,1443,1
3031,0,1409,2322,2
2906,0,3994,5662,2
3165,0,4533,3089,1
2634,0,1706,1783,3
2874,0,1978,1403,5
2404,0,1087,1008,3
2994,0,1401,362,1
3260,0,2160,2479,1
3211,0,832,1127,2
3169,0,4381,990,1
2890,0,3264,1871,2
3294,1,870,2658,2
3163,0,2938,1106,1
3441,0,1319,1702,7
3240,0,1556,532,1
3190,0,1405,2293,1
3155,0,1710,2227,2
3283,0,4360,1950,7
3289,0,1622,2748,1
3113,0,5429,849,1
2920,0,4360,3398,1
2648,0,1544,2553,2
2818,0,1071,1889,1
2758,0,1266,888,1
3140,0,5400,2163,2
3215,0,2208,2508,1
3066,1,2089,2486,2
2780,0,1300,1075,2
3296,0,524,1020,2
2713,0,1889,6017,2
3203,0,595,1511,1
2613,0,2945,2900,1
3049,1,1930,1490,2
2764,0,228,2401,5
3303,0,6099,601,1
2904,0,618,1776,2
3330,0,1758,1871,1
2538,0,2584,2525,6
2565,0,1301,1690,6
2408,0,564,992,3
2981,0,2001,3936,1
2635,0,1682,2029,3
2894,0,2845,2293,2
3276,0,1392,2736,1
3255,0,5408,1703,1
2849,0,792,1131,2
3091,1,902,1203,2
2913,0,5095,4783,1
3170,0,4142,1822,1
3036,0,4748,2015,2
2562,0,2135,242,3
2697,0,95,1651,5
3065,0,1052,789,2
3418,0,4155,3945,7
2112,0,1260,990,4
3180,0,2026,2197,1
2592,0,1572,1296,2
3118,1,2355,2460,2
3006,1,1922,1276,2
3110,0,4821,767,2
3140,0,4685,2016,1
2697,0,1235,2486,2
3255,0,789,962,7
3023,0,2143,953,2
2711,0,2584,4821,2
3380,0,3813,1867,7
2980,1,658,1390,2
2882,0,3630,3678,2
3163,0,1816,408,1
3090,0,3603,5120,1
3060,0,2753,1426,1
2916,0,5698,5071,2
2997,0,3444,1207,2
3125,1,1931,731,1
2712,0,1124,2067,1
3200,0,1158,5041,1
2730,0,3757,1996,2
2839,0,120,1050,2
2689,0,1657,5908,2
2695,0,1505,4178,2
2095,0,433,272,3
2612,0,1307,1362,3
3109,0,3166,3180,1
2469,0,228,1071,3
2221,0,1318,663,3
2684,0,1837,5405,2
3154,0,1500,607,1
3084,1,2389,595,2
3103,1,531,1410,1
2913,0,5408,3906,2
3041,0,3569,1015,1
2973,0,4011,1951,2
3150,0,1100,966,1
3225,0,5947,1724,1
3190,1,2958,537,1
2962,0,3621,5676,2
3216,0,5850,2028,2
2932,0,1812,1032,2
2933,0,4489,1530,2
3182,0,3305,1366,2
2867,0,2197,1766,2
2497,0,1300,874,2
3217,0,4200,994,1
2738,0,1579,1312,2
3116,0,2024,830,2
2926,0,4004,4974,2
3129,0,3330,4996,1
2929,0,4182,5783,2
3258,1,1124,769,1
3190,0,1538,1693,1
2947,0,2813,1351,1
2987,0,1611,1591,2
3150,0,1140,1600,2
2888,0,1727,1230,2
2991,0,6187,4764,2
2819,0,2357,2605,2
3243,0,3062,342,1
